,Rate,Review,Label
114,9.6, Bánh chậu cây ngon Trà chanh leo bạc hà với cupcake mini quá tuyệt,pos
602,5.0, Đồ uống ngon nhân viên nhiệt tình,pos
658,1.0, Chỗ để xe thì không có mà lại có cái xe rác trước cửa hàng,neg
207,9.0, Quán ruột của sinh viên ngoại sinh viên và ăn được ăn ở đây rất lượng cũng đảm bảo,pos
519,4.8, Cảm thấy rất có lỗi với Bean ở HĐT cty mình có vô đây Nhóm tầm mỗi ng câu nên k tránh đc ồn ào quá ảnh hướng tới những bàn mình đềf nghị quán kê gộp bàn to nhất ở cửa ra vào để ngồi quây quần k đồng mình có bánh sinh nhật và đề nghị mượn đĩa cắt bánh khi k đồng người order mà quán bị rối và mang đồ nhầm lẫn,neu
418,4.2, Có lẽ đây không phải cảm nhận nhưng theo đánh giá thì món chè mix rất Lần đầu đến quán nên chọn món chủ đạo để nhận Hình thức thì đúng là đẹp như trên ảnh nhưng vị thì rất khó chấp Khá các vị lẫn vào nhau tạo thành một vị rất khó ý tiêu Thậm chí thứ đỗ đen mà họ cho vào còn sượng đến nỗi mình cho là không thể đem ra phục vụ cho người Sẽ k quay,neu
564,5.0, Hôm đi ăn mình gọi gà muối Đồ ăn cũng thịt gà đậm Không gian rất đẹp và Tuy không thể cho điểm cao được vì thái độ phục Chỗ thu ngân thì chị nhân viên xinh mà nhẹ nhàng lịch Nhưng chỗ dọn bàn thì chắc cho Bọn mình đứa vừa mới ăn đứa đang ăn dở mà bạn dọn bàn đến dọn hết đĩa với pepsi chưa đi rồi lau hỏi thêm bọn chị có gọi gì nữa không sau quay lại lau bàn lần nữa và hỏi Có cảm giác như muốn đuổi khách Trong khi nhà hàng ko đông ko thiếu Thật sự gây ức chế,neu
838,2.2, Càng ngày càng bình thường ko ngon như hồi mới mở,neg
926,3.4, ở đây bình thường cũng bình thường còn thái độ nhân viên sercurity thì lấc cấc ăn nói cộc viên trông xe thì lèo nhèo cò quay tiền mình đi xe rut ra cho nv rồi mà cứ lèo nhèo ơi cho e xin thêm đi thế này it quá e ko đủ tiền ăn mấy chục nghìn ko là cái j nhưng mà cái kiểu nhân viên xin xỏ thế này mình gặp lần mình thấy trên fb nhiều bạn cũng nói thế này từ lâu có bạn quản lý vào comment sẽ rút kinh mình tưởng giờ chấn chỉnh lại rồi hoá ra hôm vừa rồi đi vẫn y như sẽ k bgio quay lại the bank,neg
284,9.0, Quán này do bạn gái mình bếch Sau khi nghe con bạn dở hơi tỉ tê là quán này có món bingsu ngon lắm này mặc dù mình cản nhưng vẫn nhất quyết đưa mình đi cho bằng được mới chịu thôi có hai tầng ngồi thì mà chỉ mới ngồi tầng chưa lên tầng nên cũng chưa biết Không gian cũng khá là trẻ đâu đúng là có bingsu ngon Gọi size single cho hai đứa ăn mà cũng bứ Nói chung là đầy cả thì cũng khá cao bát,pos
941,2.6, Quá này phục vụ quá đến ngồi đợi phút ko có thức ăn hỏi nhân viên còn không thèm trả lời hôm qua ngày mình mới đến quán này ở trong vincom nguyễn chí đồ ăn bình nhân viên nói chung ko nên vào quán này mua bực mình,neg
192,9.0, Có thể nói trong các thương hiệu trà sữa nổi tiếng thì Bobabop nằm trong phân khúc giá khá Chỉ tầm cho một cốc trà Up thêm size lớn mất thêm mà cốc to vất uống no cả Topping chỉ từ trân châu mà ú ụ như Mình uống Trà gạo nâu sủi bọt và trà sữa Ceylon đều Kem mặn khá mịn và Nhưng mình order đường mà vẫn thấy hơi Các bạn nên chú ý gia giảm lượng đường cho phù,pos
656,3.8, Quán lúc nào cũng đông nên phải gửi xe bên Ăn kem này hơi thất vọng vì không thật sự kem chỉ mỗi được cái,neg
228,10.0, Cho mình hỏi mình muốn ship đến thanh xuân thì mất bao nhiêu vậy,pos
630,1.0, Food is But boss is a we asked for the price and they told us VND per coconut ice we feel it was overpriced so we asked a group of local Vietnam customer and surprisingly they told us only cost we check back with the and he tell us After finish we go to pay and the boss charges us VND again with a lot of his stupid CHEATER Charges tourists double,neg
253,10.0, Đồ tráng miệng ngon hấp dân nhân viên phục vụ nhanh nhẹn,pos
972,3.8, Hôm ý ngồi trong khói bay mịt mù cay xè hết mắt tẩm ướp không biết ngấm ko nhưng nướng lụi kiểu này chả thấy ngon gì dễ cháy mà ko cháy chắc gì đã chín nghiệm là đĩa dưa góp đừng động vào ăn chả lquan đến nướng mà lại bị cộng thêm tiền chung cá nhân mình ghét ăn nướng lụi dư lày,neg
767,2.4, Hn mình và bạn ăn ở chờ nửa tiếng có đĩa thịt và tiếng mới có bát nản ăn gần hết thịt mới thấy mang ra rau ăn kèm nhân viên thì lóng ngóng quá thịt bò cũng tươi và nước sốt ngon là điểm cộng duy,neg
152,9.0, Sen Hà Thành ở Bùi Thị Xuân đóng cửa thì nhà hàng này khai vị trí trung tâm rất dễ hàng thiết kế theo phong cách châu tầng là lễ ăn ở tầng Đồ ăn phong thơm hải sản giá lại không hề buổi tối không gọi điện đặt bàn trước thường bị hết Nhiều người tổ chức sinh nhật ở bàn người trở lên sẽ được nhà hàng tặng tắt điện thổi nến chúc Nhân viên phục vụ chu đáo lịch Nói chung mọi thứ đều lần sau có dịp nhất định sẽ quay,pos
262,9.0, Vị trí quán này thì ngay mặt lý thương dễ nhìn dễ tìm có món kem ốc quế dài ngoằng ngoẵng như con sâu hot trend từ cuối năm ngoái đầu năm nay thì phải không nhớ rõ nữa chỉ biết là hót gì thì phải một thời gian sau hết hot mình mới bác xác đi ăn chung kem ăn cũng có ba vị socola vani trà Chưa thử hết các sẽ còn quay lại để thử nốt trà xanh xem cả thì không quá cho một chiếc dài ngoằng,pos
497,4.2, Thực sự thì nem rán ở đây cũng ko phải quá là xuất nhưng mà vẫn nằm trong khả năng chấp nhận được nếu như mình được tiếp đón tử Là người nam ra Hà Nội sẽ ko tránh khỏi việc bị phân biệt đối nghe giọng nam cái là thái độ thay đổi từ giọng nói tới thái độ đều tỏ vẻ ko hứng thú với khách miền Hơn suất mà chẳng có miếng rau nào phải mua thêm rau loại củ là thêm Giá đó sẽ là rất bình thường nếu dịch vụ và thái độ phục vụ tốt Nhưng ở đây thì ko đáng với giá đó,neu
323,5.0, Thất vọng và ko bao giờ quay lại Lúc chưa gọi món thì nhà hàng tự động mang một số món thịt rất nhiều mỡ và ngán cho ăn hết mấy đĩa này ngán quá không còn thấy ngon khi ăn mấy món Nhà hàng tính vat mình đã để lại thông tin viết hóa sau đó có gọi điện nhưng hiện giờ là nửa năm mà vẫn chưa thấy hóa đơn,neu
170,9.0, Nhà hàng nằm ở tầng đi thang máy vèo cái là view không gian nhẹ lịch sự phù hợp tiếp dẫn gấu đi nhân viên nhiệt đồ ăn ra Quá ít menu nhìn cũng k sang trông như quán bình dân,pos
212,9.2, Trời ơiiii gà xào bắp cải kìa anh em ơiiii đam mê nó quá lâu r và đi ăn đc lần và chưa bh hết thòm có combo để ace gọi cho đỡ tốn tìn gà xào có cả tokbokki và cơm trộn đi nếu thích thì gọi thêm phomai tầm ăn đến đơ người ra thì thuiii được nhân viên xào hộ nên k lo bị cháy kiểu ăn vừa miệng vô chín tới làm gà k bị săn quá cũng k sống tokbokki thì dẻo Đi kèm còn có cả kim chi với salad các thứ mà gọi thêm bnh cũng đc vì nó trong combo có cả coca pepsi các thứ đi nồi canh rong bỉn và nc lọc nữa huhuuu quá là tận tình chu Thêm nữa la nhân viên siêu nhiệt tình và vui Dù bọn mình siêu lầy nhưng vẫn vui vẻ tươi cười trả và còn xinh nữa còn đc chụp ảnh bằng máy ảnh lấy ngay nữaaaa quá nói chung là nhất định sẽ đi ăn n lần nứaaaa,pos
138,9.0, Ngon nóng này ước gì ở đâu có bể bơi kem,pos
523,4.4, Quán nhỏ nhưng được cái sạch mình gọi mang về bánh bánh bột mì quảng và chè chuối Bánh căn không có gì đặc bánh bột lọc thì theo khẩu vị của mình thì không được thích cho Được cái chè chuối rất thơm và ngọt Lần sau mình sẽ quay lại nhưng chắc chỉ ăn chè chuối thôi,neu
900,4.0, Trà xanh kem tươi và bánh khá ngon và Nhưng bánh và đồ uống giá khá Nội thất đẹp và phục vụ Quán ở góc nhưng có nhược điểm là chỗ gửi xe khác chật và vòng vèo đường mới sang được,neg
49,9.0, Rất nhiều hàng kem trên phố Tràng Tiền gốc luôn vì kem Tràng Tiền có ở khắp mọi bạn tuỳ thích lựa hàng nào cũng đông tấp Các hàng kem nhỏ ở ngoài đường giá rẻ cốt kem béo ngọt nhiều nên ngậy Hàng kem to đông người ở phía trong chỗ bảnh hiệu KEM TRÀNG TIỀN thiệt bự với nền màu xanh thì cốt kem tan trong ít ngọt ít béo Vậy mà nhiều người mua xếp hàng đông lắm Chắc vì hàng này chính Mình thích cốt kem béo Thích nhất là kem que vị vừa thơm vừa ăn thích thôi,pos
587,4.6, Vào pizza hut gọi pizza và mỳ ý voi may nguoi Chưa bao h ăn món mỳ ý nào siêu tệ và nhạt nhẽo như ở Pizza thì cũng chả đặc sắc và hấp dẫn như Pepperonis hay Ko bao h muốn quay,neu
815,3.4, Mình ăn nhắng nướng thấy có vẻ không thích câc món ướp khá giống có cái món ướp mẻ thì khác nhưng mà quá nồng vị nhắng thì quá dai nhai mãi không mà còn quá nhỏ chắc được mấy người ăn cả nước mà ăn xong như kiểu chưa ăn gì ý,neg
362,4.6, Cảm nhận ban đầu của mình khi đến với quán là khá bé đó là cơ sở gần ga hn Thái độ nhân viên phục vụ rất oke nhưg về bánh ăn cảm thấy k hợp khẩu vị Nói ngắn gọn là bình thường,neu
240,10.0, Salad cá hồi tươi ngon hấp dẫn,pos
770,3.8, Gọi mỳ bay ăn thử xem Hỏi a phục vụ suất này dành cho người ăn đc A í bảo cho ng ăn Đợi hơn nửa tiếng ra thì ôi mẹ có tí mỳ treo trên cái bát súp nấm ăn cũng chăng có gì Thêm con tôm và miếng kimpap Súp thì nhiều mà mỳ thì vài sợi cũng chẳng có thìa thì ăn kiểu quá K hiểu suất đấy có gì mà đắt Chỉ thắc mắc vậy,neg
713,1.4, Người bán chảnh và thiếu văn Phở tàm tạm kg như quảng cáo trên truyền Chỗ ngồi và để xe chật Thái độ của người thu tiền rất khó chịu khi tôi đưa và có đếm lại tiền bị mắng xa xả kêu đàn bà gì mà đếm tiền chậm Ăn uống thì cứ bị người làm hỏi đã trả tiền trước Khach vào ngồi chờ rất Chất lượng thì bình Thịt bò xào rất mỡ và thiếu độ ngọt thơm như các hàng phở nổi tiếng như Bát Hai Bà Trưng,neg
576,4.2, Worst service and teas It took them and times of reasking to get cups of tea For hot tea they gave no spoon and instead put one straw in one of the Took them mins and times to get the right bill and Their toilet was a nightmare which definitely says how much the management cares about the The nice reviews about the place make me doubt the credibility of Foody rating,neu
751,4.0, Mình thấy quán này ăn nhưng mà hơi chỗ ăn không được rộng rãi lắm,neg
916,1.0, Hôm trước mình vừa ăn ở King Hoàng Đạo Nói thật chứ hồi xưa thì phục vụ tận tình mà bây giờ thì nhân viên kiêu không tả Gọi gì cũng bảo tý tý gì mà to thế chờ cơm trộn mà tận hỏi thì quản lý bảo cái này phải làm nóng lâu chứ không phải múc ra là xong mà nhà hàng đông nên phải Ai cũng chờ nhưng kiên nhẫn có bạn nhân viên nào đi qua cũng hỏi gọi món chưa ạ mình nói là gọi cơm trộn đang chờ lâu quá bạn vào xem hộ mình xong chưa thì vâng xong mất hút hàng lươn luôn =_= Chưa kể mấy bạn bảo vệ xe mới cứ kiểu như chúng mày là khách đi xe máy nên chúng mày tự đi vào tao ko quan tâm Mình đi xe vào chỗ trống thì bảo ra mình lùi ra không được vì vướng bảo là em để ở đây đi Thề với trời là mình nói nhỏ có dạ đàng hoàng thì bảo đi để đấy hỏng thì đền chứ làm xong cười như nắng giữa gió mùa đông bắc Khách đi ăn trả tiền chứ ăn xin đâu mà làm như ăn cơm từ thiện vậy mà trong khu Trung Hoà toàn người nước ngoài mà còn thế thì xấu cả người Việt ra hay là sính ngoại kỳ thị nội vậy Đây sẽ là lần cuối cùng đến đây luôn Thân ái chào quyết,neg
419,4.8, Mình ngồi ngay tầng thấy quán decor cũng khá Đồ uống thì ổn tùy Trà sữa của mình khá pha bằng topping nên có vị ngậy khá nhưng uống nhiều bị ngán Còn trà đào bạn mình không rõ vị viên cũng nhanh Nhưng mà chủ quán thì thật sự có vấn Bọn mình ngồi khá lâu sau thì thấy chủ quán Vừa mở cửa mặt mũi đã nhăn nhó quát nhân viên loạn Ngay từ cửa đã quát bác bảo rồi ngồi ngay cạnh bàn của mình mà nói rất Bạn mình đi lấy xe còn thấy chủ đứng văng tục ngay bên Bọn mình thấy chủ quán coi thường khách quán đang yên ắng đi vào cáu nhặng lên là sao Có nói nhân viên thì nói ở góc sao phải quát từ vỉa hè đến trong quán như thế Không có một tí tôn trọng nào dành cho khách Bọn mình thấy thương bác bảo bác rất tươi dắt xe hộ bọn không biết lương được bao nhưng đáng tuổi bổ mẹ chị chủ mà chị ý quát như ơn chủ quán mà quán này vào blacklist của mình luôn nhé,neu
626,3.4, Hôm nay cơ quan mình có mua hộp ở Bình thường vẫn ăn ngon lành không Nhưng hôm nay có tới hộp bị các hộp còn lại ăn cũng tạm nhưng có mùi không được Anh chủ cửa hàng cũng nhiệt tình và đồng ý đổi lại cho Nhưng mong rằng về sau sẽ không bán hàng cũ như thế này Cũng hơi cân nhắc xem có còn lần sau nữa hem,neg
878,1.0, Ship hàng quá Hnay mình đặt bánh lúc Hẹn ship qua mà tiếng sau gọi vẫn còn chưa làm gọi lại kêu thêm phút nữa bên mình mang bánh qua thì phút cũng k thấy Đành gọi điện kêu huỷ đơn thì chị trực đt kêu e đến nơi r xong vãn k thấy ng,neg
851,1.2, Nói chung là một lần và mãi mãi ko bao giờ trở lại,neg
739,3.0, Mình ngồi nhièu quán cafe ở hà nội nhưng veef phục vụ thì ko một quán nào có thể chán bằng kodo xã mình bước vào quán lúc em nv order có vẻ mới làm ngồi dò tên từng loại đồ Gọi cốc nước mà đứng đợi hết hai bài nhạc chưa Sau đó thì đi bộ lên tầng để tìm chỗ trc khi gọi đồ nv cũng ko thôngg báo là hết chỗ cho Được một phòng có hai bàn rời em nv hứa lên hứa xuống là sẽ xếp chỗ cho nhưng cuối cùng mình phải tự tay kê Ngồi đợi phút chưa thấy nước hỏi nv thì em thỏ thẻ em chỉ là nv phục vụ thôi cũng ko Đợi gần tiếng đến mức ko thể đợi được nữa bọn mình xuống về thì thấy bàn ở tầng lúc đến chưa có mà lúc về đã uống gần xong cốc biết các bạn là nv mới hay quen hay chưa quen nhưng khi đã đứng quầy thì phải chịu trách nhiệm với cv của Ko phải đến cuối tháng ngủa tay ra nhận lương còn muốn phục vụ nhanh chậm thế nào cũng Hà nội có cả nghìn quán cà các bạn phải pr thế nào người ta mới bước chân Nhưg đáp lại là sự phục vụ ko thể ngửi nổi Hôm nay là sinh nhật đứa bạn kodo cafe đã phá hỏng buổi tối xinh đẹp một cách ko thể hoàn hảo,neg
287,9.8, Mình chưa bh check in trên foody nhưng lần này bắt buộc phải check in vì quán ăn quá nhân viên phục vụ chu từ khâu đặt bàn trên mạng với khách đã vô cùng lễ cho tới a chủ cũng hết sức thân thiện ra từng bàn để chuyện trò với ăn thì quá khỏi bàn Mình gọi bạch tuộc xào bắp cải và bạch tuộc sống loại canh miso và nước thiệt hại nhưng mà no căng check in còn được tặng thêm cốc Pink lady Nói chung quán quá mình là người đi ăn rất nhiều nhưng phải công nhận đây là lần đầu tiên mình cảm thấy có quán phục vụ tốt như Chấm điểm,pos
139,9.0, Đã mất công lên tận Cầu Giấy là phải đi tour các hàng Cũng cho quán vào tầm ngắm lâu lắm rồi mà hôm nay mới có dịp đến Quán nằm ngay mặt đường có Không gian tầng ngồi vẽ tường siêu trẻ con mà đến đây thì thích Vì là giữa trưa và mưa nên mấy chị mình ngồi trọn tầng lăn lê bò toài thoải con nhà bà Menu có nhiều loại kem và đồ kem tuyết vụn vụn nhìn như dừa nạo mà ăn rất đồ uống cũng cốc to mà đầy ú Nói về lẩu kem thì tuyệt rẻ và bày cực đẹp long lanh Đi ăn các hàng mình không ăn được kem vị trà xanh vì nó cứ ngái ngái nhưng ở đây ăn lại khác Mình gọi set lẩu kem nước uống và kem tuyết mà hết có ngồi cắm chốt cả Chị chủ quán sinh năm cũng rất nhiệt nói chuyện thích Sẽ phải quay quán ủng hộ nhiều lần nữa,pos
723,2.2, Mình sống ở Hn gần nhưng chưa ăn Phở Thìn Lò Đúc lần vì nhìn cái sự đông đúc chật chội là ko thíc Lần này miễn cưỡng đi ăn vì ng bạn ở xa đến Hn muốn thưởng Mình và cả bạn mình có chung nhận chỉ có tái áp nhiều dầu quá nhiều nước phở đục ngầu và ko có cái vị j gọi là Ko cũng ko rất hổ Không chật đông Phục trả tiền tự kiếm chỗ ngồi xác là đứng thấy ai ăn xong thì nhanh chân chen tự bưng bê nếu muốn Bỏ tiền đi ăn mà như đi mình và bạn đồng ý không giống và ko bao giờ quay Ở Hn cũng có nh quán ngon nổi tiếng mà mình thấy hài Đây là cảm nhận cá bạn nào ko đồng ý thì cũng đừng ném đá nhé,neg
492,5.0, Cứ ăn đà này chả mấy thì lăn ngon,neu
484,5.0, Bún đậu đầy đủ ng ăn đi vào tầm tối sắp đóng cửa nên đc cô cho nhiều hơn hẳn,neu
915,2.8, Đồ ăn steak còn nguyên vụ cũng kém,neg
307,9.0, Quán rộng nhiều tầng là minh Có rất nhiều ánh nắng chiếu vào Học bài cugx rat Báh bao kim sa ở đây công nhận quá ngon,pos
243,10.0, Đồ ăn không gian ấm sạch nhân viên vui nhanh Thế còn muốn gì đây dịp cuối trước khi đến cũng nghĩ cuối tuần sẽ không hoàn hảo nhưng sự thật lại Nhân viên đồ ăn phong xuống nhanh Mình ngồi khá muộn nhưng nhân viên không tỏ ra mệt mỏi hay gì Chắc cũng do quản lý training chứ các em làm vậy cũng mệt Sẽ đến đây nhiều nhiều Các bác cứ đến Đảm bảo hài lòng trọng là không khí Noel ngập và tràn luôn Noel này cứ đến muộn và ngồn lân la ở Đường đông đi mệt,pos
191,10.0, Mình và bạn mình mua voucher set VIP qua đây giác ban đầu là không gian lịch sự sang viên vui ăn thì viên phục vụ nhanh chung là mình rất hài đi ăn buffer lẩu nướng thì mình sẽ tiếp tục chọn ở,pos
619,1.4, Đang định có thiện cảm vì kem ốc quế lại ngon và giòn như trước thì lúc mua kem que sữa dừa và đậu xanh là cây mà cô mình giọng đưa tờ chỉ đưa lại ko trả lại thật sự thật xấu hổ thay cho đấy là người VN với còn ko biết với khách du lịch họ còn thịt bao nhiêu Lúc ăn kem chanh ở Thuỷ Tạ cô bán hàng từ chối bán vì ko đủ tiền trả mình rất bực nhưng thà như vậy khéo còn tốt hơn là những người như à nói nốt là sau đó mình đã cố gắng tìm tờ mệnh giá nhỏ hơn và cô ấy bán kem haizzz,neg
840,2.2, Nhân viên không lịch thái độ chợ búa,neg
118,9.2, Quán sạch đẹp đồawn rất ngon,pos
163,9.6, Đồ ăn chuẩn vị mình hay đi cùng chồng đến đây ăn Lần đầu đi hơi chủ quan ko nghĩ full bàn nên đến rồi lại đi các lần sau mình đều alo đặt bàn trước và đặt bàn bên cửa sổ để được nhìn view hà nội buổi tối lung linh Món ăn ko nhiều nhưng các món đặc sắc của dimsum đủ Mình thích nhất ăn bánh bao nướng và chân Món chân gà ướp vị vừa mềm tan trong Món cháo và các món tráng miệng ở đây cũng Ăn chơi thì hay ho hơn là ăn để no vì ăn no nhanh ngán Chi phí khoảng chừng là ăn ổn ổn rồi cộng nữa đó là phục vụ chuyên wc cực sạch và tương đối hiện bước vào nhà hàng là thấy không gian dễ chịu thoải mái rồi,pos
198,9.2, Không gian được đầu tư hơn những Dingtea Đồ uống ngon nhưng chờ hơi Nhân viên nhiệt Có thẻ tích,pos
819,4.0, Ny mình với bạn ổng thích chỗ này hay rủ mình đi mình thấy cũng tẩm ướp khá ngon nhưng giá hơi bị mình với ny ăn vèo cái hết gần với lại nhân viên láo nháo quá gọi mấy lần toàn quên mang Nói chung đi ăn với mấy ông mình mới tới chỗ nếu chọn đi ăn cùng bạn bè mình sẽ chọn chỗ bớt láo nháo giá thành mềm hơn mà ngon ko kém,neg
26,9.0, Hôm trước đi ăn với cảm thấy quán rất là ngọt viên phục vụ niềm cẩn cả hợp và mọi người nhất định p ăn ở đây một,pos
857,4.0, Đáng ra trước khi đến quán phải đọc review của các Cơ mà thấy nghe có vẻ cũng ok nên k thèm Lúc vào quán ny tớ đã quán cf mà sao vào ăn mình khăng khăng bảo cái này review ngpn Sau về ms thấy hối tiêu đến ăn tối vì đang đói mờ món gọi món View bình Các bàn view ra đg thì ghế quá ngồi đau lưng Phục vụ Đã đói thì Mỗi món ra cách nhau phút ngồi ăn lạc chờ món Món phải gọi là Thề là rất hối hận khi đến đây Salad như nộm Beef steak nhạt gọi medium thì cắt ra rare cả Mà tanh Đùi cừu ko khử đc Nói chung ny m đã là dạng dễ tính mà chê thì biết là rất tệ nếu mà ngon như Moo hay Salmonoid thì rất Cơ mà chất lượng như thế kia thì thôi Quá đắt Với giá như quán xem lại review của khách mà thay đầu bếp nấu món Âu Tính mình chỉ đc kiểm đồ trên cái biên lai k ghi giá kiểm số lượng Chị quẹt thẻ e quẹt xong báo xong em pv cầm nguyên cái thẻ credit của m ra Quẹt xong ms mang vào bảo chụy Xin chữ ký mà không đưa liên KH cho mình các bạn làm ăn hay là đứa đi ăn hết và không bao giờ quay,neg
640,2.6, Đồ nướng giá cả hợp Nhưng có điều không hài lòng là đồ uống mang ra ăn xong rồi mới mang bia ra và nói đã order không hủy,neg
31,9.4, Ngon không cần phải chê luôn,pos
407,4.4, Nhiều thịt quá còn đắt phát ngán miếng chả thì to nhiều cho như lấy đc chả ngon bằng hàng fake mới mở bên cạnh,neu
684,1.2, Quán này mình đến nhìn bẩn lúc bưng ra thì cái đĩa ba tê đặt ngay trên bát sốt sốt vang dính đầy vào đáy đĩa rồi lại đặt lên Ăn xong thì về bị tiêu chảy ăn buổi tối và không ăn gì khác Nhân viên thì đánh đổ bát sốt vang vào chân thằng bàn bên mà không thèm xin lỗi,neg
346,4.4, Nghe mì cấp độ cũng thú nên mình và bạn mình đi ăn Quán rất mình chỉ đi người và cũng may mắn có chỗ Ngay sau thì có thêm bạn nữa bạn phục vụ có hỏi mình có thể cho bạn này ngồi cùng bàn được Hơi nhưng thôi nghĩ cũng chả khó khăn gì nên cũng và đó là sai lầm của mình Khi mà hai bạn đó vào order sau và đồ ăn được mang ra thật hụt hẫng Mình có gọi mì cay cấp độ và cấp độ Lúc đầu nghe nói mọi người chỉ ăn cấp thôi là cay nên mình gọi cho Nhưng thật bất là số cũng không cay mặc dù mình là người không ăn Lần sau bạn mình quay lại gọi cấp nó bảo cay không thể ăn Vậy mình cứ thắc mắc không biết có phải mì cấp của mình làm không đúng Thôi bỏ qua vấn đề thì nước mì không lợ lợ và nếu không có vị cay thì nó chẳng ngon lành mì nấu từ vắt mì kiểu cho thêm xúc bò ít nói chung là một tổ hợp không có gì hấp dẫn Lúc sau Takoyaki mang ra mới thật là kinh cục bột mì đó không nên gọi là chưa ở đâu có cái gọi là Takoyaki chán như ở đây Tóm lại thì với giá min là mà lại còn ngồi đông đúc chen lấn thì mình quyết định,neu
662,3.8, Nem lụi ở đây còn bánh xèo cũng chắc do mình k thích bánh bột lọc khá là đắt so với nem lụi nếu lựa chọn ăn nem lụi vẫn ngon Thịt xiên ăn không Quán hầu như lúc nào cũng đông nhưng được cái phục vụ cũng vì quán cũng toàn cô chú trung tuổi nên cũng ko thân thiện như lớp trẻ chỉ là phục vụ đơn giản gọi món và trả tiền thôi,neg
58,9.4, Tối nọ mình cùng mấy đứa bạn tới tuyệt lắm nà lại rẻ nữa hợp với sinh viên bọn mau thử đi,pos
424,5.0, Cái bát nhìn to nhưng thật sự nhỏ ở đáy nên cũng hơi bát hoa văn rất đẹp nhìn khá gọi tô ốc to bún màu cam ốc to ăn rất đã giòn miếng sụn ở đây khá mềm mặc dù là mình ăn tầm hơn chiều giòn mà không hề cứng chút nào nên rất thích ở đây khá sạch sẽ và ngon bát nhân viên phục vụ ổn nhưng nhiều lúc đông sẽ không có chỗ ngồi nên là đi sớm sẽ tốt hơn bát,neu
842,2.6, Quán này đã đi qua nhiều lần nhưng k bao giờ dám Thứ bán với số lượng lòng như thế thì chỉ có nhập Trung Quốc vì một con lợn cũng chie có tí Người ở xung quanh khu đấy k dám có lần mình nghe thấy bác dân gần đó nói bọn này muốn chết sớm hay sao mà ăn ở Lí do thứ là lòng nhiều thế lấy đâu ra chế biến đc sạch Mà các bạn biết trong lòng nhiều vi khuẩn có hại thế nào Đúc kết lại là có ngon mấy cũng k Viết lên đây để cảnh tỉnh những bạn nào hay ăn món này,neg
123,9.0, Đây chắc là chi nhánh của PG mà mình hay đến Không gian rộng lúc nào mình tới cũng đông cơ mà nhân viên nhanh dọn bàn nhanh chóng và sạch đây lần nào cũng gọi Trà xanh xoài kem tươi Trà xanh xoài có vị của trà xanh nhưng có cái ngọt ngọt thanh thanh của ngon Kem tươi thì đặc như mỗi tội ít hơn thì mỗi lần thử một cái Bánh khá là nhiều ít ăn vào thấy vị béo ngay làm cho mình ăn xong thấy bị đầy nhưng k Bánh gato ok Giá bánh mình thấy khá là toàn viên nhiệt tình hơn hẳn các chi nhánh Lúc mình chọn nhân viên ra recommend và hỏi mình thích ăn vị mặn hay Rất là,pos
309,9.2, vô yêu xa nên không xuyên trên hôm đi siêu nên không lên trên trông siêu hôm quên hay đi cafe tiên ngon vs ăn cơm Decor tao xanh trông hôm đôi nhưng nên yên nên hôm trên hơn,pos
729,1.2, Ăn ở đây vừa mặn vừa chả ra gì,neg
417,4.8, Chè mix ăn cũng nhưng cốc có viên kem với hoa quả thì giá cũng hơi đây có bánh mì chảo hôm đấy ăn loại thì thấy chả ngon tí Sốt chán kinh nguội cũng không chảo cũng hơi nguội chứ không nóng như những chỗ khác nên trứng hơi là kiểu vào quán chè thì chỉ nên ăn chè =_=\nHôm đấy đi còn thấy lắm ruồi không có cảm tình,neu
912,1.0, Riêng quanh tô hiệu ăn bún bò huế gọi là cho tào tìm đc quán CHUẨN của bún huế,neg
532,5.0, Tào phớ ko có gì đặc mình thấy ăn của mấy bác bán rong còn có tí hương bưởi thơm Hay quên order của Khách vào ngồi tầng kiểu gì cx đc phục vụ sau các đồng chí mang dù mình đến,neu
514,4.2, Quán bé bé trông yêu yêu chỗ để xe bé tí tẹo Đồ uống thì khỏi bàn luôn Trang trí cũng bình thường không có gì đặc sắc,neu
763,3.2, Mình k có ý định ăn cái này bh cho đến khi bọn bạn kéo m đi bằng Quán bên cạnh trường hay gì đó nên rất đông học sinh ra Đợi mãi mà ko đến lượt Mà có mỗi một bác gái làm Đọc cả cái menu dài mà m k biết nên ăn cái đứa mỗi đứa đành chọn bừa Gần chục phút sau thì lấy đc Nóng bỏng tay Cầm bánh thấy nhũn Thấy bên Thái ng ta làm ngon vs cuộn đẹp lắm mà cái bánh này giống bánh bột mì rán để Tự rán ở nhà chắc ngon M ăn vị vừa tanh vừa ngấy do nhiều sốt nói tóm lại là mua bột mì về rán nếu thích có thể mua thêm sausage về rán cho thêm ít cheese nếu ảnh này m lấy trên mạng Bên phải là bánh Thái,neg
348,5.0, hôm nay thử cấp độ đã sắp khóc ngon thích vị nc dùng,neu
848,3.4, Mì lạnh của mình mua mà ăn bỏ đi toàn mì có xíu xíu rau và nửa quả không ngon tí,neg
332,5.0, Ở đây nóng vãi điều hoà chỉ đc vài bàn mát còn đâu các bàn khác nóng ko có tí hơi điều hoà nào luôn cái đang mua nước tặng bánh bánh bao trứng sữa ngon lắm trà xanh kem tươi ở đây thì có tiếng ngon từ xưa ko phải chê gì,neu
